word,translation
zerbrechen,打碎，打破，摔碎；碎裂，破碎；破裂，破碎
zerbrechlich,易碎的，脆的；脆弱的，虚弱的
zerreißen,撕碎，扯破，撕裂；撕碎，扯破
Zertifikat,证书，证明
Zettel,纸条，便条；标签
Zeug,东西，物品；废话，胡扯
Zeuge,证人，目击者
Zeugin,女证人
ziehen,拉，拖，牵，拽；拔，抽；吸引，引起；移动，迁移；通风，透气；走，去；渗，渗透
Zielgruppe,目标群体
ziellos,无目标的，无目的的
Zielsetzung,目标，目的
Zielstrebig,有目的的，有目标的；坚定的，坚决的
Zigarette,香烟，卷烟
Zimmerpflanze,室内植物
zirka,大约，大概
zivil,民事的，民法的；平民的，非军事的；文明的，有礼貌的
zivilisiert,文明的，开化的
Zivilisation,文明
zögern,犹豫，踌躇，迟疑
Zoll,关税；海关；英寸
zornig,愤怒的，生气的
Zubehör,附件，配件
zubereiten,准备，预备；烹调，烹饪
Zucht,饲养，养殖；培育，培植；教养，管教
züchten,饲养，养殖；培育，培植
zudecken,覆盖，遮盖，盖住
zueinander,互相，彼此
zuerkennen,授予，判给，判定
zuerst,首先，最初，起初
Zufall,偶然，巧合，意外
zufällig,偶然的，意外的；随便的，任意的
Zufallsbekanntschaft,偶然相识的人
Zufriedenheit,满意，满足
zufriedenstellend,令人满意的
Zugang,通道，入口；接近，接触；增加，增添
zugänglich,可进入的，可接近的；开放的，易接近的
zugeben,承认；附加，添加；允许，准许
zugehörig,所属的，附属的
zügellos,无拘无束的，放纵的，放肆的
zügig,顺利的，流畅的；迅速的，快速的
Zugriff,存取，访问；获取，得到
Zugvogel,候鸟
zukünftig,未来的，将来的
Zulassung,许可，准许；录取，准入
zulegen,增加，增添；购买，添置
zuliebe,为了……的缘故，为了取悦于
zumachen,关闭，关上；关门，打烊
Zunahme,增加，增长
zunehmen,增加，增长；变胖，发福
zunutze,利用，使用
zurechtfinden,找到路径，辨明方向；适应，熟悉
zurückfahren,开车返回；缩回，撤回
zurückführen,归因于，归咎于；领回，带回
zurückgehen,走回，返回；下降，减少；追溯到，源于
zurückhaltend,拘谨的，矜持的；谨慎的，保守的
zurückkehren,返回，回来；恢复，回复
zurücklegen,放下，搁置；积蓄，储存；走过，经过
zurückliegen,位于后面；已经过去
zurückrufen,叫回，召回；回电话
zurückschrecken,退缩，畏缩
zurücktreten,后退，退却；辞职，引退；退色，减退
zurückweisen,拒绝，驳回；退回，遣返
zurückziehen,拉回，撤回；撤退，退却；隐居，隐退
zusammenarbeiten,合作，协作
zusammenbrechen,崩溃，倒塌；垮掉，衰竭
Zusammenbruch,崩溃，倒塌；垮台，破产
zusammenfassen,总结，概括；合并，汇集
Zusammenhang,关联，联系；上下文，语境
zusammenhängen,相关联，有联系
zusammenkommen,相聚，聚会；相遇，相逢
zusammensetzen,组成，构成；组装，装配
Zusammensetzung,组成，构成；成分
zusammensparen,积蓄，攒钱
zusammenstoßen,相撞，碰撞；冲突，争执
zusammenwirken,合作，协作
Zusatz,附加物，添加剂；补充，附加
zuschauen,观看，旁观
Zuschauer,观众，旁观者
zuschieben,推上，推拢；推给，转嫁
zuschreiben,归因于，归功于；添加，附加
Zustand,状态，状况；情况，情形
zuständig,主管的，负责的；有管辖权的
zustehen,属于，应得；有权，有资格
zustimmen,同意，赞成；批准，认可
Zustimmung,同意，赞成；批准，认可
zutage,露出地面，暴露出来
zutiefst,深深地，极其，非常
zutragen,传来，报告；发生，进行
zutreffen,符合，适用；正确，准确
zutreffend,正确的，准确的；适用的
zutrinken,向……敬酒，为……干杯
zuwachsen,长合，愈合；逐渐长满
zuweisen,分配，分派；指派，指定
Zuwendung,关心，关怀；资助，拨款
zuwinken,向……招手，向……示意
zuziehen,拉上，关上；请教，咨询；感染，患上
Zwang,强制，强迫；压力，束缚
zwanghaft,强迫性的，强制性的
zwangsläufig,必然的，不可避免的
zweckmäßig,合适的，适宜的；实用的，有效的
Zweifel,怀疑，疑虑
zweifellos,无疑的，肯定的
zweifeln,怀疑，疑虑
Zweig,树枝；分支，分店
zwingen,强迫，迫使；强制，逼迫
Zwischenmahlzeit,小吃，间食
Zwischenraum,间隙，空隙
zwölft,第十二
Zyklus,循环，周期；系列，组曲
